RefId,IsBadBuy
117312,0.168
117313,0.062
117314,0.042
117315,0.018
117316,0.021
117317,0.024
117318,0.037
117319,0.135
117320,0.039
117321,0.042
117322,0.012
117323,0.029
117324,0.038
117325,0.098
117326,0.09
117327,0.05
117328,0.191
117329,0.059
117330,0.039
117331,0.068
117332,0.087
117333,0.035
117334,0.052
117335,0.032
117336,0.029
117337,0.1
117338,0.044
117339,0.126
117340,0.069
117341,0.05
117342,0.143
117343,0.153
117344,0.052
117345,0.102
117346,0.061
117347,0.067
117348,0.184
117349,0.109
117350,0.035
117351,0.218
117352,0.07
117353,0.045
117354,0.175
117355,0.032
117356,0.241
117357,0.055
117358,0.079
117359,0.007
117360,0.027
117361,0.043
117362,0.152
117363,0.047
117364,0.025
117365,0.032
117366,0.135
117367,0.061
117368,0.036
117369,0.033
117370,0.05
117371,0.036
117372,0.084
117373,0.013
117374,0.034
117375,0.024
117376,0.131
117377,0.072
117378,0.02
117379,0.038
117380,0.008
117381,0.048
117382,0.034
117383,0.014
117384,0.028
117385,0.063
117386,0.022
117387,0.013
117388,0.108
117389,0.053
117390,0.021
117391,0.02
117392,0.067
117393,0.106
117394,0.034
117395,0.029
117396,0.2
117397,0.039
117398,0.096
117399,0.017
117400,0.114
117401,0.034
117402,0.028
117403,0.074
117404,0.016
117405,0.006
117406,0.058
117407,0.037
117408,0.018
117409,0.036
117410,0.154
117411,0.058
117412,0.141
117413,0.089
117414,0.048
117415,0.062
117416,0.045
117417,0.036
117418,0.044
117419,0.074
117420,0.031
117421,0.038
117422,0.162
117423,0.042
117424,0.018
117425,0.03
117426,0.014
117427,0.066
117428,0.013
117429,0.051
117430,0.056
117431,0.067
117432,0.027
117433,0.043
117434,0.019
117435,0.094
117436,0.014
117437,0.036
117438,0.033
117439,0.071
117440,0.019
117441,0.224
117442,0.131
117443,0.088
117444,0.034
117445,0.113
117446,0.12
117447,0.101
117448,0.029
117449,0.036
117450,0.105
117451,0.049
117452,0.024
117453,0.085
117454,0.022
117455,0.038
117456,0.029
117457,0.014
117458,0.017
117459,0.073
117460,0.068
117461,0.028
117462,0.027
117463,0.049
117464,0.033
117465,0.065
117466,0.237
117467,0.137
117468,0.027
117469,0.031
117470,0.024
117471,0.17
117472,0.194
117473,0.013
117474,0.331
117475,0.048
117476,0.045
117477,0.052
117478,0.128
117479,0.14
117480,0.142
117481,0.048
117482,0.147
117483,0.173
117484,0.105
117485,0.131
117486,0.065
117487,0.158
117488,0.098
117489,0.077
117490,0.231
117491,0.03
117492,0.069
117493,0.066
117494,0.033
117495,0.092
117496,0.146
117497,0.041
117498,0.038
117499,0.04
117500,0.08
117501,0.088
117502,0.094
117503,0.04
117504,0.13
117505,0.185
117506,0.068
117507,0.198
117508,0.193
117509,0.142
117510,0.062
117511,0.121
117512,0.082
117513,0.082
117514,0.067
117515,0.092
117516,0.041
117517,0.106
117518,0.067
117519,0.083
117520,0.151
117521,0.051
117522,0.075
117523,0.13
117524,0.048
117525,0.051
117526,0.062
117527,0.036
117528,0.088
117529,0.101
117530,0.062
117531,0.209
117532,0.116
117533,0.04
117534,0.086
117535,0.183
117536,0.091
117537,0.095
117538,0.131
117539,0.099
117540,0.365
117541,0.085
117542,0.063
117543,0.167
117544,0.049
117545,0.059
117546,0.102
117547,0.11
117548,0.118
117549,0.053
117550,0.083
117551,0.052
117552,0.07
117553,0.053
117554,0.163
117555,0.139
117556,0.146
117557,0.087
117558,0.057
117559,0.072
117560,0.085
117561,0.075
117562,0.169
117563,0.058
117564,0.052
117565,0.119
117566,0.079
117567,0.171
117568,0.03
117569,0.148
117570,0.054
117571,0.041
117572,0.049
117573,0.047
117574,0.09
117575,0.06
117576,0.052
117577,0.226
117578,0.075
117579,0.056
117580,0.041
117581,0.066
117582,0.151
117583,0.168
117584,0.094
117585,0.043
117586,0.097
117587,0.064
117588,0.085
117589,0.061
117590,0.038
117591,0.045
117592,0.106
117593,0.118
117594,0.151
117595,0.071
117596,0.031
117597,0.023
117598,0.052
117599,0.136
117600,0.092
117601,0.118
117602,0.055
117603,0.135
117604,0.092
117605,0.121
117606,0.253
117607,0.127
117608,0.074
117609,0.047
117610,0.233
117611,0.259
117612,0.113
117613,0.116
117614,0.186
117615,0.35
117616,0.1
117617,0.272
117618,0.148
117619,0.042
117620,0.198
117621,0.163
117622,0.178
117623,0.054
117624,0.035
117625,0.067
117626,0.055
117627,0.021
117628,0.114
117629,0.137
117630,0.133
117631,0.048
117632,0.121
117633,0.354
117634,0.061
117635,0.107
117636,0.105
117637,0.022
117638,0.118
117639,0.072
117640,0.101
117641,0.111
117642,0.139
117643,0.108
117644,0.647
117645,0.255
117646,0.234
117647,0.079
117648,0.018
117649,0.017
117650,0.032
117651,0.018
117652,0.027
117653,0.024
117654,0.105
117655,0.053
117656,0.125
117657,0.095
117658,0.043
117659,0.018
117660,0.081
117661,0.021
117662,0.041
117663,0.041
117664,0.047
117665,0.076
117666,0.089
117667,0.069
117668,0.03
117669,0.063
117670,0.077
117671,0.062
117672,0.041
117673,0.057
117674,0.031
117675,0.038
117676,0.039
117677,0.046
117678,0.084
117679,0.057
117680,0.108
117681,0.169
117682,0.071
117683,0.115
117684,0.053
117685,0.033
117686,0.083
117687,0.114
117688,0.02
117689,0.021
117690,0.139
117691,0.06
117692,0.079
117693,0.088
117694,0.024
117695,0.17
117696,0.042
117697,0.067
117698,0.075
117699,0.036
117700,0.05
117701,0.038
117702,0.011
117703,0.208
117704,0.049
117705,0.089
117706,0.015
117707,0.132
117708,0.047
117709,0.05
117710,0.013
117711,0.025
117712,0.049
117713,0.051
117714,0.062
117715,0.032
117716,0.174
117717,0.108
117718,0.016
117719,0.074
117720,0.124
117721,0.196
117722,0.046
117723,0.055
117724,0.056
117725,0.025
117726,0.087
117727,0.052
117728,0.035
117729,0.045
117730,0.119
117731,0.075
117732,0.062
117733,0.07
117734,0.098
117735,0.072
117736,0.092
117737,0.056
117738,0.132
117739,0.111
117740,0.037
117741,0.034
117742,0.085
117743,0.084
117744,0.146
117745,0.08
117746,0.056
117747,0.044
117748,0.053
117749,0.039
117750,0.041
117751,0.064
117752,0.049
117753,0.03
117754,0.021
117755,0.108
117756,0.033
117757,0.038
117758,0.102
117759,0.103
117760,0.156
117761,0.042
117762,0.039
117763,0.199
117764,0.032
117765,0.028
117766,0.186
117767,0.047
117768,0.093
117769,0.027
117770,0.065
117771,0.111
117772,0.161
117773,0.066
117774,0.132
117775,0.166
117776,0.022
117777,0.201
117778,0.026
117779,0.022
117780,0.096
117781,0.026
117782,0.058
117783,0.119
117784,0.148
117785,0.048
117786,0.065
117787,0.024
117788,0.119
117789,0.114
117790,0.107
117791,0.281
117792,0.08
117793,0.032
117794,0.011
117795,0.036
117796,0.023
117797,0.038
117798,0.107
117799,0.03
117800,0.337
117801,0.025
117802,0.034
117803,0.032
117804,0.059
117805,0.219
117806,0.012
117807,0.185
117808,0.101
117809,0.029
117810,0.076
117811,0.077
117812,0.075
117813,0.071
117814,0.133
117815,0.244
117816,0.073
117817,0.03
117818,0.042
117819,0.109
117820,0.154
117821,0.224
117822,0.058
117823,0.17
117824,0.014
117825,0.091
117826,0.099
117827,0.091
117828,0.177
117829,0.23
117830,0.03
117831,0.015
117832,0.014
117833,0.016
117834,0.021
117835,0.02
117836,0.036
117837,0.046
117838,0.108
117839,0.188
117840,0.246
117841,0.054
117842,0.198
117843,0.057
117844,0.037
117845,0.163
117846,0.323
117847,0.07
117848,0.14
117849,0.23
117850,0.076
117851,0.085
117852,0.03
117853,0.244
117854,0.029
117855,0.182
117856,0.045
117857,0.031
117858,0.192
117859,0.231
117860,0.101
117861,0.127
117862,0.333
117863,0.277
117864,0.133
117865,0.084
117866,0.223
117867,0.066
117868,0.154
117869,0.106
117870,0.218
117871,0.296
117872,0.098
117873,0.229
117874,0.368
117875,0.08
117876,0.042
117877,0.111
117878,0.196
117879,0.021
117880,0.036
117881,0.323
117882,0.182
117883,0.06
117884,0.039
117885,0.279
117886,0.086
117887,0.057
117888,0.152
117889,0.045
117890,0.048
117891,0.081
117892,0.134
117893,0.1
117894,0.033
117895,0.036
117896,0.057
117897,0.16
117898,0.17
117899,0.126
117900,0.108
117901,0.103
117902,0.101
117903,0.215
117904,0.03
117905,0.046
117906,0.027
117907,0.101
117908,0.055
117909,0.027
117910,0.063
117911,0.037
117912,0.055
117913,0.117
117914,0.065
117915,0.031
117916,0.091
117917,0.229
117918,0.134
117919,0.016
117920,0.039
117921,0.046
117922,0.136
117923,0.048
117924,0.061
117925,0.03
117926,0.06
117927,0.063
117928,0.177
117929,0.023
117930,0.213
117931,0.02
117932,0.063
117933,0.049
117934,0.023
117935,0.043
117936,0.022
117937,0.034
117938,0.039
117939,0.02
117940,0.368
117941,0.208
117942,0.175
117943,0.117
117944,0.025
117945,0.101
117946,0.048
117947,0.076
117948,0.014
117949,0.058
117950,0.02
117951,0.04
117952,0.01
117953,0.016
117954,0.047
117955,0.024
117956,0.019
117957,0.107
117958,0.087
117959,0.015
117960,0.138
117961,0.016
117962,0.034
117963,0.03
117964,0.059
117965,0.04
117966,0.085
117967,0.032
117968,0.011
117969,0.025
117970,0.018
117971,0.02
117972,0.058
117973,0.053
117974,0.019
117975,0.052
117976,0.018
117977,0.064
117978,0.034
117979,0.083
117980,0.041
117981,0.05
117982,0.019
117983,0.009
117984,0.038
117985,0.022
117986,0.075
117987,0.034
117988,0.015
117989,0.07
117990,0.031
117991,0.195
117992,0.061
117993,0.088
117994,0.038
117995,0.132
117996,0.137
117997,0.016
117998,0.094
117999,0.04
118000,0.03
118001,0.129
118002,0.049
118003,0.168
118004,0.097
118005,0.035
118006,0.028
118007,0.108
118008,0.091
118009,0.043
118010,0.187
118011,0.166
118012,0.024
118013,0.089
118014,0.019
118015,0.145
118016,0.114
118017,0.151
118018,0.059
118019,0.056
118020,0.04
118021,0.06
118022,0.045
118023,0.172
118024,0.03
118025,0.133
118026,0.051
118027,0.098
118028,0.242
118029,0.045
118030,0.097
118031,0.149
118032,0.135
118033,0.104
118034,0.064
118035,0.123
118036,0.083
118037,0.094
118038,0.224
118039,0.154
118040,0.063
118041,0.022
118042,0.027
118043,0.164
118044,0.204
118045,0.083
118046,0.177
118047,0.108
118048,0.673
118049,0.06
118050,0.323
118051,0.052
118052,0.064
118053,0.088
118054,0.057
118055,0.073
118056,0.065
118057,0.103
118058,0.038
118059,0.098
118060,0.084
118061,0.221
118062,0.212
118063,0.241
118064,0.15
118065,0.043
118066,0.105
118067,0.1
118068,0.188
118069,0.2
118070,0.152
118071,0.16
118072,0.109
118073,0.027
118074,0.017
118075,0.053
118076,0.042
118077,0.089
118078,0.053
118079,0.036
118080,0.268
118081,0.071
118082,0.065
118083,0.077
118084,0.139
118085,0.163
118086,0.044
118087,0.049
118088,0.16
118089,0.053
118090,0.317
118091,0.062
118092,0.159
118093,0.097
118094,0.231
118095,0.153
118096,0.146
118097,0.069
118098,0.097
118099,0.14
118100,0.025
118101,0.162
118102,0.089
118103,0.062
118104,0.06
118105,0.154
118106,0.111
118107,0.024
118108,0.149
118109,0.063
118110,0.045
118111,0.218
118112,0.095
118113,0.19
118114,0.265
118115,0.121
118116,0.25
118117,0.083
118118,0.144
118119,0.113
118120,0.067
118121,0.091
118122,0.154
118123,0.28
118124,0.252
118125,0.089
118126,0.08
118127,0.102
118128,0.031
118129,0.078
118130,0.086
118131,0.123
118133,0.03
118134,0.052
118135,0.023
118136,0.055
118137,0.091
118138,0.034
118139,0.054
118140,0.057
118141,0.072
118142,0.051
118143,0.089
118144,0.046
118145,0.055
118146,0.172
118147,0.117
118148,0.092
118150,0.088
118151,0.127
118152,0.056
118153,0.06
118154,0.226
118155,0.044
118156,0.06
118157,0.046
118158,0.05
118159,0.068
118160,0.099
118161,0.031
118162,0.018
118163,0.018
118164,0.091
118165,0.041
118166,0.061
118167,0.068
118168,0.021
118169,0.102
118170,0.107
118171,0.051
118172,0.149
118173,0.089
118174,0.029
118175,0.197
118176,0.083
118177,0.039
118178,0.062
118179,0.135
118180,0.183
118181,0.052
118182,0.171
118183,0.096
118184,0.046
118185,0.063
118186,0.053
118187,0.079
118188,0.09
118189,0.076
118190,0.092
118191,0.055
118192,0.022
118193,0.241
118194,0.164
118195,0.031
118196,0.031
118197,0.07
118198,0.028
118199,0.027
118200,0.153
118201,0.126
118202,0.036
118203,0.174
118204,0.059
118205,0.024
118206,0.008
118207,0.281
118208,0.104
118209,0.048
118210,0.08
118211,0.174
118212,0.057
118213,0.027
118214,0.104
118215,0.216
118216,0.036
118217,0.204
118218,0.097
118219,0.118
118220,0.066
118221,0.183
118222,0.191
118223,0.039
118224,0.107
118225,0.017
118226,0.052
118227,0.115
118228,0.068
118229,0.09
118230,0.065
118231,0.104
118232,0.042
118233,0.042
118234,0.025
118235,0.23
118236,0.039
118237,0.03
118238,0.021
118239,0.077
118240,0.216
118241,0.075
118242,0.078
118243,0.113
118244,0.053
118245,0.101
118246,0.055
118247,0.163
118248,0.048
118249,0.138
118250,0.066
118251,0.05
118252,0.114
118253,0.091
118254,0.109
118255,0.055
118256,0.207
118257,0.099
118258,0.077
118259,0.181
118260,0.116
118261,0.099
118262,0.201
118263,0.076
118264,0.163
118265,0.27
118266,0.181
118267,0.095
118268,0.081
118269,0.039
118270,0.107
118271,0.029
118272,0.244
118273,0.031
118274,0.104
118275,0.032
118276,0.081
118277,0.024
118278,0.069
118279,0.069
118280,0.056
118281,0.018
118282,0.066
118283,0.12
118284,0.072
118285,0.066
118286,0.014
118287,0.032
118288,0.033
118289,0.146
118290,0.201
118291,0.106
118292,0.042
118293,0.073
118294,0.054
118295,0.169
118296,0.029
118297,0.104
118298,0.053
118299,0.009
118300,0.187
118301,0.129
118302,0.082
118303,0.036
118304,0.015
118305,0.02
118306,0.011
118307,0.036
118308,0.062
118309,0.038
118310,0.029
118311,0.078
118312,0.135
118313,0.031
118314,0.025
118315,0.014
118316,0.02
118317,0.026
118318,0.038
118319,0.045
118320,0.02
118321,0.035
118322,0.02
118323,0.015
118324,0.072
118325,0.028
118326,0.042
118327,0.067
118328,0.162
118329,0.13
118330,0.01
118331,0.031
118332,0.037
118333,0.156
118334,0.021
118335,0.017
118336,0.06
118337,0.168
118338,0.197
118339,0.036
118340,0.015
118341,0.033
118342,0.091
118343,0.024
118344,0.108
118345,0.007
118346,0.092
118347,0.049
118348,0.065
118349,0.019
118350,0.01
118351,0.019
118352,0.147
118353,0.025
118354,0.598
118355,0.052
118356,0.038
118357,0.25
118358,0.093
118359,0.045
118360,0.068
118361,0.014
118362,0.028
118363,0.027
118364,0.173
118365,0.104
118366,0.043
118367,0.129
118368,0.035
118369,0.014
118370,0.083
118371,0.092
118372,0.083
118373,0.106
118374,0.254
118375,0.133
118376,0.196
118377,0.352
118378,0.017
118379,0.327
118380,0.094
118381,0.083
118382,0.036
118383,0.004
118384,0.077
118385,0.056
118386,0.11
118387,0.076
118388,0.07
118389,0.203
118390,0.136
118391,0.137
118392,0.088
118393,0.054
118394,0.124
118395,0.495
118396,0.103
118397,0.082
118398,0.108
118399,0.302
118400,0.217
118401,0.177
118402,0.173
118403,0.081
118404,0.065
118405,0.032
118406,0.039
118407,0.03
118408,0.071
118409,0.065
118410,0.085
118411,0.069
118412,0.11
118413,0.223
118414,0.04
118415,0.152
118416,0.293
118417,0.129
118418,0.063
118419,0.012
118420,0.027
118421,0.049
118422,0.041
118423,0.032
118424,0.033
118425,0.037
118426,0.035
118427,0.057
118428,0.01
118429,0.05
118430,0.046
118431,0.026
118432,0.05
118433,0.06
118434,0.036
118435,0.064
118436,0.075
118437,0.134
118438,0.021
118439,0.01
118440,0.041
118441,0.056
118442,0.024
118443,0.016
118444,0.051
118445,0.007
118446,0.056
118447,0.036
118448,0.06
118449,0.017
118450,0.032
118451,0.07
118452,0.021
118453,0.05
118454,0.014
118455,0.057
118456,0.089
118457,0.049
118458,0.045
118459,0.032
118460,0.018
118461,0.05
118462,0.072
118463,0.128
118464,0.012
118465,0.037
118466,0.029
118467,0.027
118468,0.018
118469,0.07
118470,0.017
118471,0.077
118472,0.02
118473,0.042
118474,0.028
118475,0.048
118476,0.06
118477,0.029
118478,0.032
118479,0.062
118480,0.14
118481,0.052
118482,0.023
118483,0.081
118484,0.043
118485,0.107
118486,0.003
118487,0.036
118488,0.021
118489,0.042
118490,0.03
118491,0.024
118492,0.052
118493,0.033
118494,0.043
118495,0.039
118496,0.278
118497,0.023
118498,0.038
118499,0.027
118500,0.048
118501,0.021
118502,0.165
118503,0.065
118504,0.016
118505,0.03
118506,0.017
118507,0.031
118508,0.018
118509,0.127
118510,0.074
118511,0.021
118512,0.14
118513,0.055
118514,0.034
118515,0.066
118516,0.036
118517,0.037
118518,0.04
118519,0.083
118520,0.058
118521,0.04
118522,0.033
118523,0.061
118524,0.014
118525,0.005
118526,0.139
118527,0.078
118528,0.076
118529,0.051
118530,0.063
118531,0.015
118532,0.031
118533,0.014
118534,0.18
118535,0.029
118536,0.021
118537,0.039
118538,0.238
118539,0.07
118540,0.107
118541,0.003
118542,0.048
118543,0.194
118544,0.015
118545,0.055
118546,0.063
118547,0.02
118548,0.004
118549,0.123
118550,0.071
118551,0.039
118552,0.107
118553,0.04
118554,0.024
118555,0.038
118556,0.101
118557,0.049
118558,0.179
118559,0.006
118560,0.171
118561,0.141
118562,0.072
118563,0.15
118564,0.107
118565,0.136
118566,0.048
118567,0.101
118568,0.201
118569,0.055
118570,0.007
118571,0.041
118572,0.085
118573,0.033
118574,0.107
118575,0.101
118576,0.039
118577,0.04
118578,0.067
118579,0.039
118580,0.063
118581,0.02
118582,0.057
118583,0.024
118584,0.117
118585,0.094
118586,0.082
118587,0.053
118588,0.097
118589,0.156
118590,0.094
118591,0.094
118592,0.064
118593,0.324
118594,0.098
118595,0.021
118596,0.059
118597,0.066
118598,0.081
118599,0.015
118600,0.135
118601,0.016
118602,0.106
118603,0.123
118604,0.184
118605,0.039
118606,0.036
118607,0.098
118608,0.049
118609,0.085
118610,0.04
118611,0.039
118612,0.208
118613,0.044
118614,0.149
118615,0.072
118616,0.028
118617,0.036
118618,0.367
118619,0.05
118620,0.19
118621,0.055
118622,0.033
118623,0.035
118624,0.095
118625,0.077
118626,0.018
118627,0.058
118628,0.022
118629,0.107
118630,0.036
118631,0.057
118632,0.065
118633,0.061
118634,0.181
118635,0.034
118636,0.105
118637,0.195
118638,0.033
118639,0.027
118640,0.042
118641,0.03
118642,0.185
118643,0.097
118644,0.043
118645,0.057
118646,0.041
118647,0.054
118648,0.075
118649,0.049
118650,0.18
118651,0.084
118652,0.078
118653,0.059
118654,0.222
118655,0.036
118656,0.005
118657,0.01
118658,0.563
118659,0.063
118660,0.163
118661,0.039
118662,0.04
118663,0.064
118664,0.053
118665,0.079
118666,0.05
118667,0.052
118668,0.067
118669,0.042
118670,0.183
118671,0.01
118672,0.077
118673,0.048
118674,0.148
118675,0.06
118676,0.021
118677,0.245
118678,0.012
118679,0.165
118680,0.068
118681,0.08
118682,0.032
118683,0.071
118684,0.136
118685,0.077
118686,0.131
118687,0.113
118688,0.197
118689,0.025
118690,0.093
118691,0.051
118692,0.105
118693,0.144
118694,0.254
118695,0.036
118696,0.05
118697,0.005
118698,0.065
118699,0.054
118700,0.127
118701,0.09
118702,0.024
118703,0.032
118704,0.114
118705,0.015
118706,0.155
118707,0.205
118708,0.066
118709,0.011
118710,0.055
118711,0.01
118712,0.05
118713,0.252
118714,0.022
118715,0.015
118716,0.039
118717,0.092
118718,0.018
118719,0.09
118720,0.045
118721,0.033
118722,0.104
118723,0.332
118724,0.099
118725,0.084
118726,0.072
118727,0.258
118728,0.062
118729,0.086
118730,0.019
118731,0.039
118732,0.072
118733,0.02
118734,0.029
118735,0.058
118736,0.069
118737,0.026
118738,0.243
118739,0.016
118740,0.051
118741,0.039
118742,0.037
118743,0.01
118744,0.025
118745,0.062
118746,0.06
118747,0.031
118748,0.075
118749,0.13
118750,0.066
118751,0.955
118752,0.062
118753,0.046
118754,0.045
118755,0.062
118756,0.04
118757,0.89
118758,0.05
118759,0.919
118760,0.185
118761,0.088
118762,0.042
118763,0.052
118764,0.027
118765,0.041
118766,0.162
118767,0.014
118768,0.093
118769,0.02
118770,0.044
118771,0.022
118772,0.053
118773,0.018
118774,0.015
118775,0.023
118776,0.023
118777,0.041
118778,0.02
118779,0.049
118780,0.255
118781,0.029
118782,0.029
118783,0.032
118784,0.054
118785,0.065
118786,0.009
118787,0.271
118788,0.051
118789,0.064
118790,0.032
118791,0.108
118792,0.079
118793,0.046
118794,0.056
118795,0.045
118796,0.087
118797,0.066
118798,0.037
118799,0.1
118800,0.044
118801,0.083
118802,0.077
118803,0.027
118804,0.047
118805,0.046
118806,0.034
118807,0.016
118808,0.061
118809,0.11
118810,0.018
118811,0.037
118812,0.063
118813,0.075
118814,0.121
118815,0.026
118816,0.014
118817,0.064
118818,0.058
118819,0.112
118820,0.036
118821,0.021
118822,0.037
118823,0.057
118824,0.103
118825,0.021
118826,0.019
118827,0.076
118828,0.093
118829,0.014
118830,0.026
118831,0.024
118832,0.05
118833,0.029
118834,0.021
118835,0.072
118836,0.11
118837,0.035
118838,0.025
118839,0.036
118840,0.299
118841,0.164
118842,0.121
118843,0.044
118844,0.015
118845,0.065
118846,0.041
118847,0.052
118848,0.057
118849,0.028
118850,0.04
118851,0.023
118852,0.033
118853,0.026
118854,0.026
118855,0.018
118856,0.052
118857,0.05
118858,0.038
118859,0.051
118860,0.052
118861,0.043
118862,0.016
118863,0.047
118864,0.154
118865,0.033
118866,0.121
118867,0.071
118868,0.071
118869,0.073
118870,0.159
118871,0.026
118872,0.139
118873,0.108
118874,0.084
118875,0.087
118876,0.216
118877,0.07
118878,0.037
118879,0.031
118880,0.073
118881,0.361
118882,0.044
118883,0.193
118884,0.038
118885,0.092
118886,0.137
118887,0.131
118888,0.011
118889,0.052
118890,0.039
118891,0.034
118892,0.04
118893,0.065
118894,0.056
118895,0.103
118896,0.047
118897,0.076
118898,0.037
118899,0.061
118900,0.005
118901,0.147
118902,0.018
118903,0.017
118904,0.096
118905,0.072
118906,0.029
118907,0.083
118908,0.032
118909,0.025
118910,0.024
118911,0.154
118912,0.141
118913,0.016
118914,0.085
118915,0.101
118916,0.43
118917,0.033
118918,0.049
118919,0.032
118920,0.038
118921,0.094
118922,0.018
118923,0.062
118924,0.112
118925,0.083
118926,0.023
118927,0.051
118928,0.324
118929,0.059
118930,0.076
118931,0.155
118932,0.027
118933,0.045
118934,0.292
118935,0.084
118936,0.125
118937,0.491
118938,0.056
118939,0.032
118940,0.055
118941,0.037
118942,0.06
118943,0.018
118944,0.081
118945,0.044
118946,0.136
118947,0.026
118948,0.125
118949,0.041
118950,0.068
118951,0.072
118952,0.049
118953,0.042
118954,0.036
118955,0.076
118956,0.077
118957,0.042
118958,0.187
118959,0.055
118960,0.034
118961,0.126
118962,0.053
118963,0.124
118964,0.044
118965,0.102
118966,0.051
118967,0.047
118968,0.049
118969,0.151
118970,0.015
118971,0.171
118972,0.005
118973,0.027
118974,0.015
118975,0.008
118976,0.015
118977,0.032
118978,0.045
118979,0.03
118980,0.021
118981,0.027
118982,0.068
118983,0.014
118984,0.099
118985,0.082
118986,0.092
118987,0.045
118988,0.108
118989,0.053
118990,0.037
118991,0.155
118992,0.042
118993,0.169
118994,0.047
118995,0.114
118996,0.009
118997,0.051
118998,0.022
118999,0.163
119000,0.026
119001,0.071
119002,0.034
119003,0.059
119004,0.098
119005,0.06
119006,0.024
119007,0.075
119008,0.039
119009,0.017
119010,0.122
119011,0.05
119012,0.026
119013,0.078
119014,0.061
119015,0.068
119016,0.039
119017,0.216
119018,0.1
119019,0.068
119020,0.045
119021,0.052
119022,0.041
119023,0.142
119024,0.086
119025,0.077
119026,0.09
119027,0.051
119028,0.041
119029,0.049
119030,0.062
119031,0.026
119032,0.063
119033,0.02
119034,0.026
119035,0.06
119036,0.12
119037,0.082
119038,0.293
119039,0.016
119040,0.064
119041,0.063
119042,0.029
119043,0.092
119044,0.072
119045,0.056
119046,0.062
119047,0.037
119048,0.155
119049,0.035
119050,0.024
119051,0.022
119052,0.099
119053,0.094
119054,0.094
119055,0.044
119056,0.042
119057,0.095
119058,0.056
119059,0.038
119060,0.05
119061,0.212
119062,0.054
119063,0.045
119064,0.061
119065,0.048
119066,0.048
119067,0.016
119068,0.021
119069,0.1
119070,0.04
119071,0.104
119072,0.018
119073,0.016
119074,0.068
119075,0.019
119076,0.148
119077,0.096
119078,0.177
119079,0.047
119080,0.18
119081,0.101
119082,0.072
119083,0.05
119084,0.047
119085,0.043
119086,0.406
119087,0.03
119088,0.107
119089,0.071
119090,0.163
119091,0.056
119092,0.137
119093,0.168
119094,0.22
119095,0.1
119096,0.128
119097,0.137
119098,0.035
119099,0.07
119100,0.028
119101,0.013
119102,0.089
119103,0.067
119104,0.021
119105,0.042
119106,0.096
119107,0.017
119108,0.335
119109,0.037
119110,0.046
119111,0.025
119112,0.007
119113,0.037
119114,0.12
119115,0.119
119116,0.017
119117,0.047
119118,0.057
119119,0.117
119120,0.152
119121,0.241
119122,0.141
119123,0.078
119124,0.03
119125,0.046
119126,0.04
119127,0.027
119128,0.234
119129,0.04
119130,0.142
119131,0.023
119132,0.072
119133,0.012
119134,0.037
119135,0.066
119136,0.026
119137,0.034
119138,0.262
119139,0.062
119140,0.003
119141,0.029
119142,0.023
119143,0.042
119144,0.081
119145,0.056
119146,0.068
119147,0.031
119148,0.029
119149,0.089
119150,0.144
119151,0.141
119152,0.034
119153,0.016
119154,0.056
119155,0.069
119156,0.036
119157,0.135
119158,0.056
119159,0.078
119160,0.049
119161,0.092
119162,0.045
119163,0.308
119164,0.299
119165,0.107
119166,0.098
119167,0.044
119168,0.086
119169,0.157
119170,0.036
119171,0.022
119172,0.046
119173,0.081
119174,0.065
119175,0.333
119176,0.111
119177,0.112
119178,0.245
119179,0.111
119180,0.13
119181,0.094
119182,0.082
119183,0.057
119184,0.054
119185,0.075
119186,0.063
119187,0.539
119188,0.134
119189,0.048
119190,0.375
119191,0.435
119192,0.046
119193,0.104
119194,0.063
119195,0.237
119196,0.109
119197,0.207
119198,0.115
119199,0.067
119200,0.077
119201,0.101
119202,0.03
119203,0.353
119204,0.079
119205,0.628
119206,0.206
119207,0.116
119208,0.091
119209,0.156
119210,0.049
119211,0.154
119212,0.053
119213,0.071
119214,0.46
119215,0.175
119216,0.405
119217,0.016
119218,0.31
119219,0.06
119220,0.1
119221,0.242
119222,0.06
119223,0.069
119224,0.029
119225,0.024
119226,0.148
119227,0.039
119228,0.091
119229,0.084
119230,0.071
119231,0.117
119232,0.07
119233,0.023
119234,0.067
119235,0.081
119236,0.06
119237,0.105
119238,0.07
119239,0.081
119240,0.043
119241,0.22
119242,0.079
119243,0.135
119244,0.083
119245,0.157
119246,0.04
119247,0.026
119248,0.087
119249,0.169
119250,0.072
119251,0.078
119252,0.053
119253,0.139
119254,0.041
119255,0.061
119256,0.042
119257,0.034
119258,0.116
119259,0.033
119260,0.042
119261,0.045
119262,0.28
119263,0.062
119264,0.03
119265,0.132
119266,0.118
119267,0.096
119268,0.079
119269,0.138
119270,0.116
119271,0.128
119272,0.106
119273,0.437
119274,0.078
119275,0.019
119276,0.035
119277,0.107
119278,0.097
119279,0.08
119280,0.17
119281,0.241
119282,0.172
119283,0.087
119284,0.064
119285,0.114
119286,0.051
119287,0.098
119288,0.036
119289,0.118
119290,0.068
119291,0.103
119292,0.062
119293,0.036
119294,0.047
119295,0.019
119296,0.303
119297,0.092
119298,0.09
119299,0.104
119300,0.122
119301,0.105
119302,0.173
119303,0.109
119304,0.054
119305,0.055
119306,0.062
119307,0.113
119308,0.064
119309,0.095
119310,0.151
119311,0.075
